,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,375.5508681774139,1.5110194514186572,0.6752154350280761,0.14919290678141678,gini,300,"{'criterion': 'gini', 'n_estimators': 300}",0.6791,0.676375,0.67695,0.6766,0.678175,0.67744,0.0010368944015665409,1
